study_id	efo_trait	reported_trait	initial_sample	replication_sample	snp_count	publication_date	pubmed_id	title	publication
GCST90044538	osteomyelitis	Unspecified osteomyelitis (PheCode 710.19)	269 European ancestry cases, 456,079 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044541	rheumatoid arthritis	Rheumatoid arthritis and other inflammatory polyarthropathies (PheCode 714)	232 European ancestry cases, 456,116 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044545	joint disease	Arthropathy, not otherwise specified (PheCode 716.9)	17,266 European ancestry cases, 439,082 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044549	spondyloarthropathy	Spondylosis with myelopathy (PheCode 721.2)	159 European ancestry cases, 456,189 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044552	Intervertebral Disc Displacement	Displacement of intervertebral disc (PheCode 722.1)	225 European ancestry cases, 456,123 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044554	Intervertebral disc degeneration	Intervertebral disc disorder with myelopathy (PheCode 722.7)	375 European ancestry cases, 455,973 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044556	Abnormality of the vertebral column	Other disorders of cervical region (PheCode 723)	393 European ancestry cases, 455,955 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044560	bursitis	Bursitis (PheCode 726.3)	843 European ancestry cases, 455,505 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044563	ganglion or cyst of synovium/tendon/bursa	Ganglion and cyst of synovium, tendon, and bursa (PheCode 727.4)	2,951 European ancestry cases, 453,397 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044566	tendon sheath disorder	Contracture of tendon (sheath) (PheCode 727.7)	102 European ancestry cases, 456,246 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044567	synovium disorder	Other disorders of synovium, tendon, and bursa (PheCode 727)	572 European ancestry cases, 455,776 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044568	hypermobility syndrome	Laxity of ligament or hypermobility syndrome (PheCode 728.2)	282 European ancestry cases, 456,066 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044570	Fasciitis	Fasciitis (PheCode 728.7)	289 European ancestry cases, 456,059 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044574	osteonecrosis	Aseptic necrosis of bone (PheCode 733.4)	257 European ancestry cases, 456,091 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044575	malunion fracture	Malunion and nonunion of fracture (PheCode 733.8)	1,177 European ancestry cases, 455,171 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044577	flatfoot	Flat foot (PheCode 735.1)	102 European ancestry cases, 456,246 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044579	hallux rigidus	Hallux rigidus (PheCode 735.23)	1,444 European ancestry cases, 454,904 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044581	hallux valgus	Hallux valgus (Bunion) (PheCode 735.3)	6,918 European ancestry cases, 449,430 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044588	contracture	Contracture of joint (PheCode 739)	312 European ancestry cases, 456,036 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044590	osteoarthritis	Osteoarthrosis, localized, secondary (PheCode 740.12)	288 European ancestry cases, 456,060 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044591	osteoarthritis	Osteoarthritis; localized (PheCode 740.1)	8,952 European ancestry cases, 447,396 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044594	Joint stiffness	Stiffness of joint (PheCode 741.2)	488 European ancestry cases, 455,860 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044595	joint disease	Joint effusions (PheCode 741.4)	763 European ancestry cases, 455,585 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044598	articular cartilage disorder	Articular cartilage disorder (PheCode 742.8)	484 European ancestry cases, 455,864 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044603	abnormal cardiac septum morphology	Cardiac shunt/ heart septal defect (PheCode 747.11)	392 European ancestry cases, 455,956 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044604	congenital anomaly of the great arteries	Congenital anomalies of great vessels (PheCode 747.13)	919 European ancestry cases, 455,429 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044605	Abnormality of the vasculature	Congenital anomalies of peripheral vascular system (PheCode 747.2)	140 European ancestry cases, 456,208 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044606	Abnormal nasolacrimal system morphology	Congenital anomalies of face and neck (PheCode 749)	231 European ancestry cases, 456,117 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044608	abnormal morphology of female internal genitalia	Congenital anomalies of female genital organs (PheCode 751.11)	134 European ancestry cases, 247,406 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044611	bone development disease	Congenital osteodystrophies (PheCode 756.5)	224 European ancestry cases, 456,124 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044615	radiculitis	Cervical radiculitis (PheCode 765)	444 European ancestry cases, 455,904 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044618	Abnormality of limbs	Swelling of limb (PheCode 771.1)	3,607 European ancestry cases, 452,741 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044621	Limb pain	Pain in limb (PheCode 773)	4,693 European ancestry cases, 451,655 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044624	fever of unknown origin	Fever of unknown origin (PheCode 783)	1,455 European ancestry cases, 454,893 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044627	nausea and vomiting	Nausea and vomiting (PheCode 789)	3,072 European ancestry cases, 453,276 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044628	Abnormality of blood and blood-forming tissues	Other abnormal blood chemistry (PheCode 790.6)	3,313 European ancestry cases, 453,035 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044630	Abnormal thorax morphology	Nonspecific abnormal findings on radiological and other examination of other intrathoracic organs (echocardiogram, etc) (PheCode 793.2)	220 European ancestry cases, 456,128 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044632	hip fracture/femur fracture	Fracture of neck of femur (PheCode 800.1)	1,930 European ancestry cases, 454,418 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044633	femur fracture	Fracture of unspecified part of femur (PheCode 800.2)	850 European ancestry cases, 455,498 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044635	knee fracture	Fracture of patella (PheCode 800.4)	677 European ancestry cases, 455,671 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044637	ankle fracture/foot fracture	Fracture of ankle and foot (PheCode 801)	1,907 European ancestry cases, 454,441 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044638	fracture of pelvis	Fracture of pelvis (PheCode 802)	586 European ancestry cases, 455,762 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044639	humerus fracture	Fracture of humerus (PheCode 803.1)	1,662 European ancestry cases, 454,686 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044641	shoulder fracture/clavicle fracture	Fracture of clavicle or scapula (PheCode 803.3)	1,000 European ancestry cases, 455,348 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044645	rib fracture	Fracture of ribs (PheCode 807)	802 European ancestry cases, 455,546 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044652	Arthropathy	Traumatic arthropathy (PheCode 836)	490 European ancestry cases, 455,858 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044655	complication/hemorrhage	Hemorrhage or hematoma complicating a procedure (PheCode 850)	2,473 European ancestry cases, 453,875 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044657	device complication	Complication of colostomy or enterostomy (PheCode 853)	392 European ancestry cases, 455,956 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044669	leg injury	Open wound of foot except toe(s) alone (PheCode 871.3)	130 European ancestry cases, 456,218 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044678	Bruising susceptibility	Contusion (PheCode 916)	610 European ancestry cases, 455,738 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044680	photosensitivity disease	Chronic dermatitis due to solar radiation (PheCode 938.2)	174 European ancestry cases, 456,174 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044683	urticaria	Urticaria (PheCode 947)	379 European ancestry cases, 455,969 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90060097	fatty acid measurement	Fatty acid(14:1)_[M-H]1- levels	13,814 British ancestry individuals	NA	87696910	2021-09-10	34503513	Genome-wide analysis of blood lipid metabolites in over 5000 South Asians reveals biological insights at cardiometabolic disease loci.	BMC Med
GCST90060108	fatty acid measurement	Fatty acid(18:1)_[M-H]1- levels	13,814 British ancestry individuals	NA	87696910	2021-09-10	34503513	Genome-wide analysis of blood lipid metabolites in over 5000 South Asians reveals biological insights at cardiometabolic disease loci.	BMC Med
GCST90060109	octadecanoids measurement	Octadecanoid(C18H26O3)_[M-H]1- levels	13,814 British ancestry individuals	NA	87696910	2021-09-10	34503513	Genome-wide analysis of blood lipid metabolites in over 5000 South Asians reveals biological insights at cardiometabolic disease loci.	BMC Med
GCST90060122	ecosanoids measurement	Eicosanoid(C20H30O3)_[M-H]1- levels	13,814 British ancestry individuals	NA	87696910	2021-09-10	34503513	Genome-wide analysis of blood lipid metabolites in over 5000 South Asians reveals biological insights at cardiometabolic disease loci.	BMC Med
GCST90060124	ecosanoids measurement	Eicosanoid(C20H33O3)_[M-H]1- levels	13,814 British ancestry individuals	NA	87696910	2021-09-10	34503513	Genome-wide analysis of blood lipid metabolites in over 5000 South Asians reveals biological insights at cardiometabolic disease loci.	BMC Med
GCST90060135	bile acid measurement	Bile acid(DCA)_[M-H]1- levels	13,814 British ancestry individuals	NA	87696910	2021-09-10	34503513	Genome-wide analysis of blood lipid metabolites in over 5000 South Asians reveals biological insights at cardiometabolic disease loci.	BMC Med
GCST90060150	lysophosphatidylcholine measurement	Lysophosphatidylcholine_16:0_[M+H]1+/Lysophosphatidylethanolamine_19:0_[M+H]1+ levels	13,814 British ancestry individuals	NA	87696910	2021-09-10	34503513	Genome-wide analysis of blood lipid metabolites in over 5000 South Asians reveals biological insights at cardiometabolic disease loci.	BMC Med
GCST90060152	lysophosphatidylethanolamine measurement	Lysophosphatidylethanolamine_20:2_[M-H]1- levels	13,814 British ancestry individuals	NA	87696910	2021-09-10	34503513	Genome-wide analysis of blood lipid metabolites in over 5000 South Asians reveals biological insights at cardiometabolic disease loci.	BMC Med
GCST90060155	lysophosphatidylcholine measurement	Lysophosphatidylcholine-O_18:2_[M+H]1+/Lysophosphatidylcholine-P_18:1_[M+H]1+ levels	13,814 British ancestry individuals	NA	87696910	2021-09-10	34503513	Genome-wide analysis of blood lipid metabolites in over 5000 South Asians reveals biological insights at cardiometabolic disease loci.	BMC Med
GCST90060172	diacylglycerol 33:3 measurement	Diacylglycerol_33:3_[M+H-H2O]1+ levels	13,814 British ancestry individuals	NA	87696910	2021-09-10	34503513	Genome-wide analysis of blood lipid metabolites in over 5000 South Asians reveals biological insights at cardiometabolic disease loci.	BMC Med
GCST90060173	diacylglycerol 33:1 measurement	Diacylglycerol_33:1_[M+H-H2O]1+ levels	13,814 British ancestry individuals	NA	87696910	2021-09-10	34503513	Genome-wide analysis of blood lipid metabolites in over 5000 South Asians reveals biological insights at cardiometabolic disease loci.	BMC Med
GCST90060175	lysophosphatidylcholine measurement	Lysophosphatidylcholine_22:6_[M+H]1+ levels	13,814 British ancestry individuals	NA	87696910	2021-09-10	34503513	Genome-wide analysis of blood lipid metabolites in over 5000 South Asians reveals biological insights at cardiometabolic disease loci.	BMC Med
GCST90060176	phosphatidylcholine measurement	Phosphatidylcholine-O_17:0_[M+OAc]1- levels	13,814 British ancestry individuals	NA	87696910	2021-09-10	34503513	Genome-wide analysis of blood lipid metabolites in over 5000 South Asians reveals biological insights at cardiometabolic disease loci.	BMC Med
GCST90060177	diacylglycerol 34:3 measurement	Diacylglycerol_34:3_[M+H-H2O]1+ levels	13,814 British ancestry individuals	NA	87696910	2021-09-10	34503513	Genome-wide analysis of blood lipid metabolites in over 5000 South Asians reveals biological insights at cardiometabolic disease loci.	BMC Med
GCST90060179	diacylglycerol 34:1 measurement	Diacylglycerol_34:1_[M+H-H2O]1+ levels	13,814 British ancestry individuals	NA	87696910	2021-09-10	34503513	Genome-wide analysis of blood lipid metabolites in over 5000 South Asians reveals biological insights at cardiometabolic disease loci.	BMC Med
GCST90060182	phosphatidylcholine measurement	Phosphatidylcholine-O_18:1_[M+OAc]1-/Phosphatidylcholine-P_18:0_[M+OAc]1-/Lysophosphatidylserine_22:0_[M-H]1- levels	13,814 British ancestry individuals	NA	87696910	2021-09-10	34503513	Genome-wide analysis of blood lipid metabolites in over 5000 South Asians reveals biological insights at cardiometabolic disease loci.	BMC Med
GCST90060184	diglyceride measurement	Diacylglycerol_32:1_[M+NH4]1+ levels	13,814 British ancestry individuals	NA	87696910	2021-09-10	34503513	Genome-wide analysis of blood lipid metabolites in over 5000 South Asians reveals biological insights at cardiometabolic disease loci.	BMC Med
GCST90060187	diacylglycerol 36:5 measurement	Diacylglycerol_36:5_[M+H-H2O]1+ levels	13,814 British ancestry individuals	NA	87696910	2021-09-10	34503513	Genome-wide analysis of blood lipid metabolites in over 5000 South Asians reveals biological insights at cardiometabolic disease loci.	BMC Med
GCST90060188	diacylglycerol 36:4 measurement	Diacylglycerol_36:4_[M+H-H2O]1+ levels	13,814 British ancestry individuals	NA	87696910	2021-09-10	34503513	Genome-wide analysis of blood lipid metabolites in over 5000 South Asians reveals biological insights at cardiometabolic disease loci.	BMC Med
GCST90060197	cholesteryl ester 14:0 measurement	Cholesteryl ester_14:0_[M+NH4]1+ levels	13,814 British ancestry individuals	NA	87696910	2021-09-10	34503513	Genome-wide analysis of blood lipid metabolites in over 5000 South Asians reveals biological insights at cardiometabolic disease loci.	BMC Med
GCST90060203	diacylglycerol 38:3 measurement	Diacylglycerol_38:3_[M+H-H2O]1+ levels	13,814 British ancestry individuals	NA	87696910	2021-09-10	34503513	Genome-wide analysis of blood lipid metabolites in over 5000 South Asians reveals biological insights at cardiometabolic disease loci.	BMC Med
GCST90060204	phosphatidylethanolamine ether measurement	Ceramide_42:2_[M+H-H2O]1+ levels	13,814 British ancestry individuals	NA	87696910	2021-09-10	34503513	Genome-wide analysis of blood lipid metabolites in over 5000 South Asians reveals biological insights at cardiometabolic disease loci.	BMC Med
GCST90060210	cholesteryl ester 16:1 measurement	Cholesteryl ester_16:1_[M+NH4]1+ levels	13,814 British ancestry individuals	NA	87696910	2021-09-10	34503513	Genome-wide analysis of blood lipid metabolites in over 5000 South Asians reveals biological insights at cardiometabolic disease loci.	BMC Med
GCST90060213	phosphatidylinositol measurement	Ceramide_42:2_[M+H]1+ levels	13,814 British ancestry individuals	NA	87696910	2021-09-10	34503513	Genome-wide analysis of blood lipid metabolites in over 5000 South Asians reveals biological insights at cardiometabolic disease loci.	BMC Med
GCST90060219	phosphatidylserines measurement	Phosphatidylserine_27:0_[M+H]1+ levels	13,814 British ancestry individuals	NA	87696910	2021-09-10	34503513	Genome-wide analysis of blood lipid metabolites in over 5000 South Asians reveals biological insights at cardiometabolic disease loci.	BMC Med
GCST90060221	cholesteryl ester 18:1 measurement	Cholesteryl ester_18:1_[M+NH4]1+ levels	13,814 British ancestry individuals	NA	87696910	2021-09-10	34503513	Genome-wide analysis of blood lipid metabolites in over 5000 South Asians reveals biological insights at cardiometabolic disease loci.	BMC Med
GCST90060226	diacylglycerol 42:7 measurement	Diacylglycerol_42:7_[M+H-H2O]1+ levels	13,814 British ancestry individuals	NA	87696910	2021-09-10	34503513	Genome-wide analysis of blood lipid metabolites in over 5000 South Asians reveals biological insights at cardiometabolic disease loci.	BMC Med
GCST90060232	phosphatidylethanolamine measurement	Phosphatidylethanolamine-O_34:3_[M-H]1-/Phosphatidylethanolamine-P_34:2_[M-H]1- levels	13,814 British ancestry individuals	NA	87696910	2021-09-10	34503513	Genome-wide analysis of blood lipid metabolites in over 5000 South Asians reveals biological insights at cardiometabolic disease loci.	BMC Med
GCST90060235	sphingomyelin measurement	Sphingomyelin_34:2_[M+H]1+ levels	13,814 British ancestry individuals	NA	87696910	2021-09-10	34503513	Genome-wide analysis of blood lipid metabolites in over 5000 South Asians reveals biological insights at cardiometabolic disease loci.	BMC Med
GCST90060240	diacylglycerol 44:7 measurement	Diacylglycerol_44:7_[M+H-H2O]1+ levels	13,814 British ancestry individuals	NA	87696910	2021-09-10	34503513	Genome-wide analysis of blood lipid metabolites in over 5000 South Asians reveals biological insights at cardiometabolic disease loci.	BMC Med
GCST90060245	diacylglycerol 44:6 measurement	Diacylglycerol_44:6_[M+H-H2O]1+ levels	13,814 British ancestry individuals	NA	87696910	2021-09-10	34503513	Genome-wide analysis of blood lipid metabolites in over 5000 South Asians reveals biological insights at cardiometabolic disease loci.	BMC Med
GCST90060246	phosphatidylcholine ether measurement	Ceramide_42:1_[M+OAc]1- levels	13,814 British ancestry individuals	NA	87696910	2021-09-10	34503513	Genome-wide analysis of blood lipid metabolites in over 5000 South Asians reveals biological insights at cardiometabolic disease loci.	BMC Med
GCST90060249	phosphatidylcholine measurement	Phosphatidylcholine_31:2_[M+H]1+/Phosphatidylethanolamine_34:2_[M+H]1+/Phosphatidate_36:3_[M+NH4]1+ levels	13,814 British ancestry individuals	NA	87696910	2021-09-10	34503513	Genome-wide analysis of blood lipid metabolites in over 5000 South Asians reveals biological insights at cardiometabolic disease loci.	BMC Med
GCST90060258	phosphatidylethanolamine measurement	Phosphatidylethanolamine-O_36:4_[M-H]1-/Phosphatidylethanolamine-P_36:3_[M-H]1- levels	13,814 British ancestry individuals	NA	87696910	2021-09-10	34503513	Genome-wide analysis of blood lipid metabolites in over 5000 South Asians reveals biological insights at cardiometabolic disease loci.	BMC Med
GCST90060261	phosphatidylcholine measurement	Phosphatidylcholine-O_33:3_[M+H]1+/Phosphatidylcholine-P_33:2_[M+H]1+/Phosphatidylethanolamine-O_36:3_[M+H]1+ levels	13,814 British ancestry individuals	NA	87696910	2021-09-10	34503513	Genome-wide analysis of blood lipid metabolites in over 5000 South Asians reveals biological insights at cardiometabolic disease loci.	BMC Med
GCST90060272	phosphatidylethanolamine measurement	Phosphatidylethanolamine_36:4_[M-H]1- levels	13,814 British ancestry individuals	NA	87696910	2021-09-10	34503513	Genome-wide analysis of blood lipid metabolites in over 5000 South Asians reveals biological insights at cardiometabolic disease loci.	BMC Med
GCST90060286	sphingomyelin measurement	Sphingomyelin_33:1_[M+OAc]1- levels	13,814 British ancestry individuals	NA	87696910	2021-09-10	34503513	Genome-wide analysis of blood lipid metabolites in over 5000 South Asians reveals biological insights at cardiometabolic disease loci.	BMC Med
GCST90060314	triglyceride measurement	Triacylglycerol_44:2_[M+NH4]1+ levels	13,814 British ancestry individuals	NA	87696910	2021-09-10	34503513	Genome-wide analysis of blood lipid metabolites in over 5000 South Asians reveals biological insights at cardiometabolic disease loci.	BMC Med
GCST90060337	phosphatidylethanolamine measurement	Phosphatidylethanolamine-O_40:6_[M-H]1-/Phosphatidylethanolamine-P_40:5_[M-H]1- levels	13,814 British ancestry individuals	NA	87696910	2021-09-10	34503513	Genome-wide analysis of blood lipid metabolites in over 5000 South Asians reveals biological insights at cardiometabolic disease loci.	BMC Med
GCST90060339	glycerophospholipid measurement	Phosphatidylglycerol_36:1_[M+H]1+ levels	13,814 British ancestry individuals	NA	87696910	2021-09-10	34503513	Genome-wide analysis of blood lipid metabolites in over 5000 South Asians reveals biological insights at cardiometabolic disease loci.	BMC Med
GCST90060343	phosphatidylethanolamine measurement	Phosphatidylethanolamine-O_40:5_[M-H]1-/Phosphatidylethanolamine-P_40:4_[M-H]1- levels	13,814 British ancestry individuals	NA	87696910	2021-09-10	34503513	Genome-wide analysis of blood lipid metabolites in over 5000 South Asians reveals biological insights at cardiometabolic disease loci.	BMC Med
GCST90060344	phosphatidylcholine measurement	Phosphatidylcholine-O_32:0_[M+OAc]1- levels	13,814 British ancestry individuals	NA	87696910	2021-09-10	34503513	Genome-wide analysis of blood lipid metabolites in over 5000 South Asians reveals biological insights at cardiometabolic disease loci.	BMC Med
GCST90060361	phosphatidylcholine measurement	Phosphatidylcholine-O_37:1_[M+H]1+/Phosphatidylcholine-P_37:0_[M+H]1+/Phosphatidylethanolamine-O_40:1_[M+H]1+ levels	13,814 British ancestry individuals	NA	87696910	2021-09-10	34503513	Genome-wide analysis of blood lipid metabolites in over 5000 South Asians reveals biological insights at cardiometabolic disease loci.	BMC Med
GCST90060366	phosphatidylserines measurement	Phosphatidylserine_36:1_[M+H]1+/Phosphatidylglycerol_36:3_[M+NH4]1+ levels	13,814 British ancestry individuals	NA	87696910	2021-09-10	34503513	Genome-wide analysis of blood lipid metabolites in over 5000 South Asians reveals biological insights at cardiometabolic disease loci.	BMC Med
GCST90060369	triglyceride measurement	Triacylglycerol_46:3_[M+NH4]1+ levels	13,814 British ancestry individuals	NA	87696910	2021-09-10	34503513	Genome-wide analysis of blood lipid metabolites in over 5000 South Asians reveals biological insights at cardiometabolic disease loci.	BMC Med
GCST90060377	phosphatidylserines measurement	Phosphatidylserine-O_38:5_[M+H]1+/Phosphatidylglycerol-P_38:6_[M+NH4]1+ levels	13,814 British ancestry individuals	NA	87696910	2021-09-10	34503513	Genome-wide analysis of blood lipid metabolites in over 5000 South Asians reveals biological insights at cardiometabolic disease loci.	BMC Med
GCST90060387	phosphatidylcholine measurement	Phosphatidylcholine_33:2_[M+OAc]1-/Phosphatidylserine_37:1_[M-H]1- levels	13,814 British ancestry individuals	NA	87696910	2021-09-10	34503513	Genome-wide analysis of blood lipid metabolites in over 5000 South Asians reveals biological insights at cardiometabolic disease loci.	BMC Med
GCST90060391	triglyceride measurement	Triacylglycerol_47:4_[M+NH4]1+ levels	13,814 British ancestry individuals	NA	87696910	2021-09-10	34503513	Genome-wide analysis of blood lipid metabolites in over 5000 South Asians reveals biological insights at cardiometabolic disease loci.	BMC Med
GCST90060410	sphingomyelin measurement	Sphingomyelin_42:1_[M+H]1+ levels	13,814 British ancestry individuals	NA	87696910	2021-09-10	34503513	Genome-wide analysis of blood lipid metabolites in over 5000 South Asians reveals biological insights at cardiometabolic disease loci.	BMC Med
GCST90060417	phosphatidylcholine measurement	Phosphatidylcholine-O_39:0_[M+H]1+/Phosphatidylethanolamine-O_42:0_[M+H]1+ levels	13,814 British ancestry individuals	NA	87696910	2021-09-10	34503513	Genome-wide analysis of blood lipid metabolites in over 5000 South Asians reveals biological insights at cardiometabolic disease loci.	BMC Med
GCST90060444	phosphatidylinositol measurement	Phosphatidylinositol_34:2_[M-H]1- levels	13,814 British ancestry individuals	NA	87696910	2021-09-10	34503513	Genome-wide analysis of blood lipid metabolites in over 5000 South Asians reveals biological insights at cardiometabolic disease loci.	BMC Med
GCST90060462	phosphatidylcholine measurement	Phosphatidylcholine_36:3_[M+OAc]1-/Phosphatidylserine_40:2_[M-H]1- levels	13,814 British ancestry individuals	NA	87696910	2021-09-10	34503513	Genome-wide analysis of blood lipid metabolites in over 5000 South Asians reveals biological insights at cardiometabolic disease loci.	BMC Med
GCST90060474	phosphatidylcholine measurement	Phosphatidylcholine_37:6_[M+OAc]1-/Phosphatidylserine_41:5_[M-H]1- levels	13,814 British ancestry individuals	NA	87696910	2021-09-10	34503513	Genome-wide analysis of blood lipid metabolites in over 5000 South Asians reveals biological insights at cardiometabolic disease loci.	BMC Med
GCST90060477	triglyceride measurement	Triacylglycerol_50:1_[M+NH4]1+ levels	13,814 British ancestry individuals	NA	87696910	2021-09-10	34503513	Genome-wide analysis of blood lipid metabolites in over 5000 South Asians reveals biological insights at cardiometabolic disease loci.	BMC Med
GCST90060478	phosphatidylinositol measurement	Phosphatidylinositol_35:0_[M-H]1- levels	13,814 British ancestry individuals	NA	87696910	2021-09-10	34503513	Genome-wide analysis of blood lipid metabolites in over 5000 South Asians reveals biological insights at cardiometabolic disease loci.	BMC Med
GCST90060485	phosphatidylcholine measurement	Phosphatidylcholine_37:4_[M+OAc]1-/Phosphatidylserine_41:3_[M-H]1- levels	13,814 British ancestry individuals	NA	87696910	2021-09-10	34503513	Genome-wide analysis of blood lipid metabolites in over 5000 South Asians reveals biological insights at cardiometabolic disease loci.	BMC Med
